"BehaviorSpace results (NetLogo 7.0.4)","Table version 2.0"
"traffic-simulation.nlogox"
"StressTest_Semaforo_Pare"
"09/09/2026 20:10:46:584 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","method","slowness","red-spawn","blue-spawn","[step]","fluxo-vermelhos","fluxo-azuis","tempo-total-vermelhos","tempo-total-azuis"
"1","stop sign","15","10","10","5000","461","468","628","3930"
"14","stop sign","15","10","10.5","5000","507","514","709","10893"
"16","stop sign","15","10","10.5","5000","482","477","853","5827"
"15","stop sign","15","10","10.5","5000","472","497","694","6917"
"3","stop sign","15","10","10","5000","464","488","636","7725"
"7","stop sign","15","10","10","5000","511","465","676","7878"
"5","stop sign","15","10","10","5000","433","475","543","3888"
"6","stop sign","15","10","10","5000","512","484","744","5643"
"17","stop sign","15","10","10.5","5000","456","493","623","6082"
"8","stop sign","15","10","10","5000","478","492","694","7011"
"13","stop sign","15","10","10.5","5000","492","510","628","7553"
"2","stop sign","15","10","10","5000","462","443","622","4612"
"9","stop sign","15","10","10","5000","476","475","615","5771"
"12","stop sign","15","10","10.5","5000","455","493","590","5165"
"11","stop sign","15","10","10.5","5000","456","539","677","9095"
"10","stop sign","15","10","10","5000","475","465","604","5453"
"4","stop sign","15","10","10","5000","442","494","578","5403"
"18","stop sign","15","10","10.5","5000","442","559","576","6591"
"19","stop sign","15","10","10.5","5000","485","495","690","9049"
"20","stop sign","15","10","10.5","5000","476","484","692","7454"
"25","stop sign","15","10","11","5000","496","511","717","10580"
"21","stop sign","15","10","11","5000","459","524","652","6679"
"23","stop sign","15","10","11","5000","471","528","662","7111"
"22","stop sign","15","10","11","5000","478","566","601","11612"
"24","stop sign","15","10","11","5000","486","507","671","9349"
"29","stop sign","15","10","11","5000","504","543","667","9243"
"32","stop sign","15","10","11.5","5000","471","551","691","10600"
"26","stop sign","15","10","11","5000","487","498","755","4923"
"34","stop sign","15","10","11.5","5000","471","544","684","10289"
"36","stop sign","15","10","11.5","5000","485","501","610","8027"
"37","stop sign","15","10","11.5","5000","497","552","794","6514"
"35","stop sign","15","10","11.5","5000","509","526","742","9395"
"39","stop sign","15","10","11.5","5000","495","543","613","10916"
"40","stop sign","15","10","11.5","5000","478","562","668","9001"
"28","stop sign","15","10","11","5000","490","532","716","7677"
"27","stop sign","15","10","11","5000","496","551","821","9591"
"41","stop sign","15","10","12","5000","515","556","835","9517"
"30","stop sign","15","10","11","5000","512","506","813","9342"
"31","stop sign","15","10","11.5","5000","523","529","733","7714"
"45","stop sign","15","10","12","5000","477","567","645","9743"
"42","stop sign","15","10","12","5000","508","555","804","12571"
"43","stop sign","15","10","12","5000","495","583","704","12429"
"46","stop sign","15","10","12","5000","456","553","675","6689"
"44","stop sign","15","10","12","5000","521","534","774","16395"
"38","stop sign","15","10","11.5","5000","474","497","655","7770"
"47","stop sign","15","10","12","5000","430","556","645","7723"
"48","stop sign","15","10","12","5000","476","562","694","11039"
"33","stop sign","15","10","11.5","5000","472","542","619","9471"
"49","stop sign","15","10","12","5000","497","571","805","10887"
"50","stop sign","15","10","12","5000","489","575","748","11539"
"53","stop sign","15","10","12.5","5000","483","557","755","9588"
"56","stop sign","15","10","12.5","5000","452","587","533","10054"
"62","stop sign","15","10","13","5000","471","602","594","12297"
"63","stop sign","15","10","13","5000","497","595","699","11075"
"61","stop sign","15","10","13","5000","473","609","624","14008"
"59","stop sign","15","10","12.5","5000","480","593","682","11587"
"57","stop sign","15","10","12.5","5000","504","599","689","12656"
"58","stop sign","15","10","12.5","5000","482","612","690","10165"
"60","stop sign","15","10","12.5","5000","472","616","630","10451"
"66","stop sign","15","10","13","5000","489","584","739","9704"
"67","stop sign","15","10","13","5000","491","647","734","14537"
"68","stop sign","15","10","13","5000","507","605","706","11338"
"65","stop sign","15","10","13","5000","489","563","567","9192"
"69","stop sign","15","10","13","5000","485","652","666","15725"
"70","stop sign","15","10","13","5000","474","587","619","9923"
"71","stop sign","15","10","13.5","5000","486","608","733","16516"
"72","stop sign","15","10","13.5","5000","499","594","789","17126"
"74","stop sign","15","10","13.5","5000","504","575","674","11535"
"73","stop sign","15","10","13.5","5000","477","647","746","16432"
"75","stop sign","15","10","13.5","5000","450","638","554","12360"
"52","stop sign","15","10","12.5","5000","476","580","717","10588"
"76","stop sign","15","10","13.5","5000","490","638","684","20199"
"51","stop sign","15","10","12.5","5000","489","629","876","11721"
"78","stop sign","15","10","13.5","5000","507","670","690","18902"
"54","stop sign","15","10","12.5","5000","482","557","676","10345"
"79","stop sign","15","10","13.5","5000","459","631","619","8782"
"77","stop sign","15","10","13.5","5000","465","654","582","19037"
"80","stop sign","15","10","13.5","5000","488","658","717","20621"
"55","stop sign","15","10","12.5","5000","455","608","611","11153"
"81","stop sign","15","10","14","5000","492","654","692","20129"
"83","stop sign","15","10","14","5000","509","622","766","13160"
"82","stop sign","15","10","14","5000","504","599","708","18270"
"84","stop sign","15","10","14","5000","448","663","619","14921"
"85","stop sign","15","10","14","5000","473","638","608","13839"
"64","stop sign","15","10","13","5000","518","595","716","17706"
"86","stop sign","15","10","14","5000","468","679","577","14982"
"94","stop sign","15","10","14.5","5000","471","673","723","14291"
"90","stop sign","15","10","14","5000","464","655","549","13550"
"88","stop sign","15","10","14","5000","461","671","718","19546"
"92","stop sign","15","10","14.5","5000","484","639","658","18932"
"93","stop sign","15","10","14.5","5000","485","677","672","20698"
"96","stop sign","15","10","14.5","5000","510","701","791","24023"
"97","stop sign","15","10","14.5","5000","481","680","615","15639"
"98","stop sign","15","10","14.5","5000","454","679","676","13867"
"103","stop sign","15","10","15","5000","489","675","631","18231"
"99","stop sign","15","10","14.5","5000","478","641","651","17802"
"104","stop sign","15","10","15","5000","496","666","657","18138"
"100","stop sign","15","10","14.5","5000","489","641","664","18568"
"102","stop sign","15","10","15","5000","459","654","689","15788"
"105","stop sign","15","10","15","5000","412","712","546","16547"
"106","stop sign","15","10","15","5000","449","712","657","20652"
"107","stop sign","15","10","15","5000","510","666","819","24588"
"108","stop sign","15","10","15","5000","492","671","638","23323"
"111","stop sign","15","10","15.5","5000","486","717","663","19870"
"109","stop sign","15","10","15","5000","456","676","648","12543"
"110","stop sign","15","10","15","5000","472","647","549","20847"
"113","stop sign","15","10","15.5","5000","511","689","796","27717"
"87","stop sign","15","10","14","5000","462","644","533","13077"
"89","stop sign","15","10","14","5000","491","653","641","17738"
"112","stop sign","15","10","15.5","5000","474","680","639","24266"
"91","stop sign","15","10","14.5","5000","500","674","784","17301"
"116","stop sign","15","10","15.5","5000","458","719","552","19004"
"95","stop sign","15","10","14.5","5000","502","664","796","23888"
"117","stop sign","15","10","15.5","5000","476","663","592","21075"
"114","stop sign","15","10","15.5","5000","523","684","706","25293"
"119","stop sign","15","10","15.5","5000","486","685","704","21479"
"121","stop sign","15","10","16","5000","470","698","592","21005"
"115","stop sign","15","10","15.5","5000","485","717","725","32326"
"118","stop sign","15","10","15.5","5000","479","719","651","18197"
"123","stop sign","15","10","16","5000","489","724","687","31063"
"122","stop sign","15","10","16","5000","452","704","503","20863"
"101","stop sign","15","10","15","5000","459","712","575","15923"
"128","stop sign","15","10","16","5000","466","742","607","28002"
"130","stop sign","15","10","16","5000","476","662","703","22842"
"126","stop sign","15","10","16","5000","503","707","759","29885"
"133","stop sign","15","10","16.5","5000","495","691","727","24344"
"132","stop sign","15","10","16.5","5000","458","744","623","24355"
"131","stop sign","15","10","16.5","5000","467","735","752","27793"
"120","stop sign","15","10","15.5","5000","474","698","647","23875"
"135","stop sign","15","10","16.5","5000","493","703","833","27441"
"136","stop sign","15","10","16.5","5000","491","691","719","22822"
"134","stop sign","15","10","16.5","5000","488","704","655","21235"
"137","stop sign","15","10","16.5","5000","458","741","617","25820"
"140","stop sign","15","10","16.5","5000","477","743","728","26015"
"139","stop sign","15","10","16.5","5000","497","717","691","29124"
"142","stop sign","15","10","17","5000","476","761","709","29098"
"143","stop sign","15","10","17","5000","468","729","631","27721"
"141","stop sign","15","10","17","5000","479","724","685","25429"
"146","stop sign","15","10","17","5000","510","717","830","33859"
"147","stop sign","15","10","17","5000","466","746","575","25647"
"144","stop sign","15","10","17","5000","464","753","730","28252"
"124","stop sign","15","10","16","5000","499","713","598","22528"
"125","stop sign","15","10","16","5000","466","723","614","22333"
"127","stop sign","15","10","16","5000","514","682","708","37610"
"129","stop sign","15","10","16","5000","500","711","735","24874"
"148","stop sign","15","10","17","5000","483","748","606","31923"
"150","stop sign","15","10","17","5000","460","735","562","28896"
"149","stop sign","15","10","17","5000","478","733","658","26989"
"152","stop sign","15","10","17.5","5000","449","745","624","25841"
"151","stop sign","15","10","17.5","5000","498","712","681","32380"
"153","stop sign","15","10","17.5","5000","470","783","619","28105"
"138","stop sign","15","10","16.5","5000","506","713","812","32504"
"154","stop sign","15","10","17.5","5000","511","727","794","31733"
"157","stop sign","15","10","17.5","5000","498","733","731","34960"
"155","stop sign","15","10","17.5","5000","516","707","872","33500"
"156","stop sign","15","10","17.5","5000","492","713","718","28617"
"162","stop sign","15","10","18","5000","461","748","600","28605"
"163","stop sign","15","10","18","5000","460","735","666","26896"
"167","stop sign","15","10","18","5000","476","737","606","26672"
"165","stop sign","15","10","18","5000","510","741","749","35592"
"164","stop sign","15","10","18","5000","468","756","604","30857"
"166","stop sign","15","10","18","5000","514","667","847","39972"
"169","stop sign","15","10","18","5000","521","741","846","35915"
"172","stop sign","15","10","18.5","5000","487","734","736","33756"
"170","stop sign","15","10","18","5000","494","731","675","37845"
"171","stop sign","15","10","18.5","5000","461","788","674","37666"
"173","stop sign","15","10","18.5","5000","485","752","702","29048"
"158","stop sign","15","10","17.5","5000","491","745","713","36955"
"145","stop sign","15","10","17","5000","492","727","732","28597"
"174","stop sign","15","10","18.5","5000","484","749","745","32228"
"159","stop sign","15","10","17.5","5000","473","752","707","29311"
"160","stop sign","15","10","17.5","5000","483","775","697","30879"
"161","stop sign","15","10","18","5000","459","779","636","30369"
"175","stop sign","15","10","18.5","5000","516","748","722","39036"
"176","stop sign","15","10","18.5","5000","468","750","628","40635"
"178","stop sign","15","10","18.5","5000","471","729","715","38638"
"179","stop sign","15","10","18.5","5000","470","760","697","33995"
"177","stop sign","15","10","18.5","5000","476","751","643","34248"
"180","stop sign","15","10","18.5","5000","462","780","786","32394"
"181","stop sign","15","10","19","5000","495","717","686","35045"
"168","stop sign","15","10","18","5000","480","754","653","30377"
"182","stop sign","15","10","19","5000","504","727","823","37072"
"183","stop sign","15","10","19","5000","479","757","571","30497"
"186","stop sign","15","10","19","5000","489","771","793","36933"
"190","stop sign","15","10","19","5000","452","771","746","33299"
"191","stop sign","15","10","19.5","5000","470","798","709","33265"
"192","stop sign","15","10","19.5","5000","510","740","753","40409"
"193","stop sign","15","10","19.5","5000","493","758","679","37163"
"195","stop sign","15","10","19.5","5000","477","769","693","36939"
"194","stop sign","15","10","19.5","5000","498","763","619","38034"
"198","stop sign","15","10","19.5","5000","477","768","641","31407"
"196","stop sign","15","10","19.5","5000","493","768","777","38360"
"199","stop sign","15","10","19.5","5000","490","783","640","36131"
"187","stop sign","15","10","19","5000","454","762","559","31531"
"200","stop sign","15","10","19.5","5000","475","785","618","31737"
"184","stop sign","15","10","19","5000","514","776","708","37347"
"201","stop sign","15","10","20","5000","456","738","606","36962"
"188","stop sign","15","10","19","5000","501","722","632","37910"
"202","stop sign","15","10","20","5000","496","740","714","34330"
"189","stop sign","15","10","19","5000","494","742","698","38591"
"203","stop sign","15","10","20","5000","487","759","657","36903"
"204","stop sign","15","10","20","5000","474","769","613","36606"
"205","stop sign","15","10","20","5000","502","749","676","39658"
"208","stop sign","15","10","20","5000","471","775","692","37289"
"207","stop sign","15","10","20","5000","492","785","725","39441"
"213","stop sign","15","11","10","5000","528","448","807","6498"
"211","stop sign","15","11","10","5000","541","485","991","7830"
"206","stop sign","15","10","20","5000","470","746","649","39686"
"209","stop sign","15","10","20","5000","473","795","640","35917"
"197","stop sign","15","10","19.5","5000","503","745","687","40505"
"217","stop sign","15","11","10","5000","502","471","724","4826"
"218","stop sign","15","11","10","5000","543","457","852","7428"
"215","stop sign","15","11","10","5000","526","479","804","7239"
"219","stop sign","15","11","10","5000","508","476","795","10388"
"221","stop sign","15","11","10.5","5000","524","525","718","11019"
"223","stop sign","15","11","10.5","5000","530","536","750","8807"
"222","stop sign","15","11","10.5","5000","533","512","719","8526"
"185","stop sign","15","10","19","5000","499","734","709","37231"
"225","stop sign","15","11","10.5","5000","519","505","731","10273"
"224","stop sign","15","11","10.5","5000","542","483","808","7128"
"220","stop sign","15","11","10","5000","552","472","734","10064"
"214","stop sign","15","11","10","5000","499","466","733","5840"
"212","stop sign","15","11","10","5000","513","482","788","6494"
"227","stop sign","15","11","10.5","5000","536","533","695","9742"
"228","stop sign","15","11","10.5","5000","524","519","780","8971"
"229","stop sign","15","11","10.5","5000","565","494","703","13276"
"216","stop sign","15","11","10","5000","567","502","810","9773"
"210","stop sign","15","10","20","5000","479","778","600","35265"
"230","stop sign","15","11","10.5","5000","522","521","727","10484"
"233","stop sign","15","11","11","5000","547","525","796","11637"
"231","stop sign","15","11","11","5000","532","525","867","6324"
"232","stop sign","15","11","11","5000","558","539","893","13497"
"226","stop sign","15","11","10.5","5000","512","503","766","8277"
"236","stop sign","15","11","11","5000","499","514","693","6449"
"237","stop sign","15","11","11","5000","510","544","712","10183"
"235","stop sign","15","11","11","5000","497","559","746","9401"
"240","stop sign","15","11","11","5000","515","562","772","11063"
"241","stop sign","15","11","11.5","5000","521","531","736","10072"
"242","stop sign","15","11","11.5","5000","547","526","763","16071"
"246","stop sign","15","11","11.5","5000","503","559","710","8490"
"245","stop sign","15","11","11.5","5000","536","538","878","11867"
"247","stop sign","15","11","11.5","5000","523","581","804","13822"
"248","stop sign","15","11","11.5","5000","548","564","727","12259"
"239","stop sign","15","11","11","5000","523","521","731","7540"
"238","stop sign","15","11","11","5000","513","554","750","8404"
"251","stop sign","15","11","12","5000","545","581","749","16352"
"250","stop sign","15","11","11.5","5000","527","542","720","11604"
"253","stop sign","15","11","12","5000","521","552","679","8399"
"252","stop sign","15","11","12","5000","513","577","730","13429"
"254","stop sign","15","11","12","5000","511","552","759","11662"
"243","stop sign","15","11","11.5","5000","539","520","866","8780"
"244","stop sign","15","11","11.5","5000","522","551","813","10892"
"255","stop sign","15","11","12","5000","535","548","851","13459"
"256","stop sign","15","11","12","5000","530","596","686","13993"
"258","stop sign","15","11","12","5000","540","579","681","13333"
"257","stop sign","15","11","12","5000","546","597","875","14446"
"249","stop sign","15","11","11.5","5000","482","565","625","9661"
"259","stop sign","15","11","12","5000","544","580","852","18496"
"264","stop sign","15","11","12.5","5000","534","562","764","11527"
"263","stop sign","15","11","12.5","5000","559","583","758","15228"
"262","stop sign","15","11","12.5","5000","541","564","789","12295"
"234","stop sign","15","11","11","5000","555","529","732","9779"
"265","stop sign","15","11","12.5","5000","545","587","792","10934"
"266","stop sign","15","11","12.5","5000","498","588","682","10323"
"269","stop sign","15","11","12.5","5000","559","586","944","17514"
"272","stop sign","15","11","13","5000","514","613","809","16824"
"260","stop sign","15","11","12","5000","548","556","830","14938"
"270","stop sign","15","11","12.5","5000","504","589","671","10461"
"274","stop sign","15","11","13","5000","522","601","876","16436"
"271","stop sign","15","11","13","5000","508","620","835","16212"
"275","stop sign","15","11","13","5000","528","588","709","14220"
"276","stop sign","15","11","13","5000","496","589","683","9444"
"261","stop sign","15","11","12.5","5000","573","581","919","22871"
"267","stop sign","15","11","12.5","5000","480","598","698","11435"
"277","stop sign","15","11","13","5000","535","599","740","14923"
"279","stop sign","15","11","13","5000","534","622","768","17977"
"280","stop sign","15","11","13","5000","571","633","897","29376"
"281","stop sign","15","11","13.5","5000","522","624","777","15941"
"273","stop sign","15","11","13","5000","522","604","754","15901"
"268","stop sign","15","11","12.5","5000","552","553","765","14099"
"282","stop sign","15","11","13.5","5000","551","619","866","25414"
"285","stop sign","15","11","13.5","5000","527","626","750","17987"
"284","stop sign","15","11","13.5","5000","527","621","870","19791"
"286","stop sign","15","11","13.5","5000","578","596","920","21232"
"287","stop sign","15","11","13.5","5000","508","618","814","12710"
"291","stop sign","15","11","14","5000","538","639","750","25205"
"292","stop sign","15","11","14","5000","575","612","946","24142"
"289","stop sign","15","11","13.5","5000","486","616","687","11797"
"293","stop sign","15","11","14","5000","535","648","1065","21823"
"294","stop sign","15","11","14","5000","520","661","663","21485"
"283","stop sign","15","11","13.5","5000","515","634","645","19312"
"297","stop sign","15","11","14","5000","505","657","719","19439"
"300","stop sign","15","11","14","5000","517","638","718","19818"
"290","stop sign","15","11","13.5","5000","528","576","934","10312"
"301","stop sign","15","11","14.5","5000","557","635","822","29795"
"278","stop sign","15","11","13","5000","510","586","682","10578"
"299","stop sign","15","11","14","5000","501","656","772","12607"
"288","stop sign","15","11","13.5","5000","533","644","829","19697"
"298","stop sign","15","11","14","5000","522","617","771","21201"
"302","stop sign","15","11","14.5","5000","548","657","875","23933"
"306","stop sign","15","11","14.5","5000","549","649","788","21144"
"296","stop sign","15","11","14","5000","526","635","768","18982"
"304","stop sign","15","11","14.5","5000","515","619","742","21923"
"295","stop sign","15","11","14","5000","549","656","844","20340"
"305","stop sign","15","11","14.5","5000","553","627","832","26588"
"303","stop sign","15","11","14.5","5000","510","672","685","25057"
"309","stop sign","15","11","14.5","5000","530","657","736","26245"
"313","stop sign","15","11","15","5000","565","645","871","24345"
"308","stop sign","15","11","14.5","5000","534","619","836","23423"
"315","stop sign","15","11","15","5000","541","668","881","25455"
"316","stop sign","15","11","15","5000","502","648","677","19767"
"311","stop sign","15","11","15","5000","532","651","757","26994"
"317","stop sign","15","11","15","5000","498","702","715","22451"
"321","stop sign","15","11","15.5","5000","549","686","801","29395"
"319","stop sign","15","11","15","5000","530","679","867","24010"
"322","stop sign","15","11","15.5","5000","521","692","762","21394"
"323","stop sign","15","11","15.5","5000","551","629","809","31595"
"307","stop sign","15","11","14.5","5000","511","678","696","21225"
"314","stop sign","15","11","15","5000","510","656","789","17169"
"310","stop sign","15","11","14.5","5000","546","657","758","32661"
"324","stop sign","15","11","15.5","5000","507","704","672","27556"
"326","stop sign","15","11","15.5","5000","502","654","887","17456"
"325","stop sign","15","11","15.5","5000","543","689","877","32658"
"327","stop sign","15","11","15.5","5000","527","692","894","27073"
"328","stop sign","15","11","15.5","5000","538","681","797","28603"
"329","stop sign","15","11","15.5","5000","506","683","687","26953"
"320","stop sign","15","11","15","5000","510","675","764","26558"
"318","stop sign","15","11","15","5000","556","644","879","29873"
"330","stop sign","15","11","15.5","5000","537","665","753","34064"
"332","stop sign","15","11","16","5000","548","665","795","26654"
"331","stop sign","15","11","16","5000","538","661","825","29767"
"333","stop sign","15","11","16","5000","519","687","727","24388"
"337","stop sign","15","11","16","5000","532","642","825","22503"
"338","stop sign","15","11","16","5000","525","705","811","27294"
"339","stop sign","15","11","16","5000","577","655","864","37187"
"342","stop sign","15","11","16.5","5000","564","677","733","34347"
"341","stop sign","15","11","16.5","5000","555","676","856","36182"
"340","stop sign","15","11","16","5000","522","688","809","23982"
"345","stop sign","15","11","16.5","5000","519","692","676","28679"
"312","stop sign","15","11","15","5000","528","700","715","26778"
"348","stop sign","15","11","16.5","5000","535","730","881","29478"
"349","stop sign","15","11","16.5","5000","538","666","769","30194"
"346","stop sign","15","11","16.5","5000","531","707","836","29839"
"347","stop sign","15","11","16.5","5000","542","688","856","35313"
"350","stop sign","15","11","16.5","5000","520","708","800","30882"
"336","stop sign","15","11","16","5000","534","686","860","31062"
"334","stop sign","15","11","16","5000","534","713","731","29143"
"335","stop sign","15","11","16","5000","552","704","800","32785"
"351","stop sign","15","11","17","5000","534","708","753","36286"
"352","stop sign","15","11","17","5000","526","721","819","36404"
"353","stop sign","15","11","17","5000","526","713","803","31110"
"354","stop sign","15","11","17","5000","525","703","716","32363"
"343","stop sign","15","11","16.5","5000","497","690","735","28008"
"344","stop sign","15","11","16.5","5000","517","684","740","27813"
"355","stop sign","15","11","17","5000","506","714","765","35271"
"357","stop sign","15","11","17","5000","553","694","915","34982"
"359","stop sign","15","11","17","5000","538","695","839","29009"
"358","stop sign","15","11","17","5000","524","700","796","37530"
"361","stop sign","15","11","17.5","5000","540","702","761","35083"
"360","stop sign","15","11","17","5000","506","714","798","38564"
"365","stop sign","15","11","17.5","5000","487","725","662","26337"
"366","stop sign","15","11","17.5","5000","566","668","783","38325"
"367","stop sign","15","11","17.5","5000","522","691","799","37488"
"368","stop sign","15","11","17.5","5000","516","709","705","34201"
"371","stop sign","15","11","18","5000","467","731","564","31502"
"374","stop sign","15","11","18","5000","493","741","847","30637"
"372","stop sign","15","11","18","5000","539","678","799","35108"
"373","stop sign","15","11","18","5000","537","714","842","39316"
"362","stop sign","15","11","17.5","5000","530","696","733","31801"
"375","stop sign","15","11","18","5000","538","710","819","41374"
"363","stop sign","15","11","17.5","5000","519","704","701","36245"
"377","stop sign","15","11","18","5000","536","694","792","40005"
"376","stop sign","15","11","18","5000","529","723","770","38346"
"378","stop sign","15","11","18","5000","543","686","782","41364"
"379","stop sign","15","11","18","5000","512","722","687","39058"
"364","stop sign","15","11","17.5","5000","513","717","664","38015"
"369","stop sign","15","11","17.5","5000","506","722","752","31151"
"356","stop sign","15","11","17","5000","555","682","789","37881"
"380","stop sign","15","11","18","5000","555","697","900","39094"
"382","stop sign","15","11","18.5","5000","539","709","778","38807"
"370","stop sign","15","11","17.5","5000","518","735","687","35111"
"383","stop sign","15","11","18.5","5000","536","731","902","38407"
"381","stop sign","15","11","18.5","5000","517","720","738","38265"
"388","stop sign","15","11","18.5","5000","493","754","738","36528"
"384","stop sign","15","11","18.5","5000","543","728","764","40304"
"390","stop sign","15","11","18.5","5000","511","694","792","37573"
"386","stop sign","15","11","18.5","5000","487","734","668","32083"
"394","stop sign","15","11","19","5000","521","737","753","35465"
"389","stop sign","15","11","18.5","5000","554","677","760","43801"
"391","stop sign","15","11","19","5000","539","711","784","40945"
"395","stop sign","15","11","19","5000","529","720","846","42094"
"396","stop sign","15","11","19","5000","519","704","688","39409"
"399","stop sign","15","11","19","5000","542","680","834","37787"
"398","stop sign","15","11","19","5000","558","686","815","43203"
"400","stop sign","15","11","19","5000","500","763","728","34544"
"404","stop sign","15","11","19.5","5000","539","669","781","42007"
"401","stop sign","15","11","19.5","5000","549","708","886","45236"
"402","stop sign","15","11","19.5","5000","539","721","887","42612"
"403","stop sign","15","11","19.5","5000","546","705","774","40882"
"405","stop sign","15","11","19.5","5000","549","726","778","43614"
"406","stop sign","15","11","19.5","5000","551","731","728","41603"
"407","stop sign","15","11","19.5","5000","554","670","915","40158"
"385","stop sign","15","11","18.5","5000","517","756","787","35840"
"408","stop sign","15","11","19.5","5000","523","736","760","43576"
"387","stop sign","15","11","18.5","5000","504","747","776","36403"
"411","stop sign","15","11","20","5000","568","681","867","46281"
"392","stop sign","15","11","19","5000","526","716","794","44430"
"409","stop sign","15","11","19.5","5000","486","770","760","32846"
"410","stop sign","15","11","19.5","5000","512","758","690","39363"
"412","stop sign","15","11","20","5000","535","709","712","42940"
"393","stop sign","15","11","19","5000","563","692","837","42133"
"413","stop sign","15","11","20","5000","511","727","805","37245"
"414","stop sign","15","11","20","5000","549","712","862","48396"
"415","stop sign","15","11","20","5000","518","733","774","41911"
"397","stop sign","15","11","19","5000","543","663","764","46430"
"416","stop sign","15","11","20","5000","514","722","850","39876"
"417","stop sign","15","11","20","5000","543","722","817","42060"
"418","stop sign","15","11","20","5000","478","743","723","41823"
"422","stop sign","15","12","10","5000","558","463","862","8831"
"426","stop sign","15","12","10","5000","574","493","923","8436"
"420","stop sign","15","11","20","5000","539","728","737","39999"
"424","stop sign","15","12","10","5000","569","497","852","13299"
"425","stop sign","15","12","10","5000","588","479","850","11320"
"429","stop sign","15","12","10","5000","584","476","894","8185"
"430","stop sign","15","12","10","5000","533","460","765","6351"
"428","stop sign","15","12","10","5000","613","474","965","12377"
"432","stop sign","15","12","10.5","5000","599","495","1028","10185"
"436","stop sign","15","12","10.5","5000","582","499","751","9511"
"433","stop sign","15","12","10.5","5000","576","489","855","7582"
"435","stop sign","15","12","10.5","5000","548","495","832","7425"
"437","stop sign","15","12","10.5","5000","563","511","803","13557"
"434","stop sign","15","12","10.5","5000","573","503","985","8049"
"439","stop sign","15","12","10.5","5000","553","500","894","9842"
"438","stop sign","15","12","10.5","5000","606","528","998","15325"
"440","stop sign","15","12","10.5","5000","577","508","893","9375"
"444","stop sign","15","12","11","5000","592","552","1036","18826"
"421","stop sign","15","12","10","5000","595","506","1108","11107"
"446","stop sign","15","12","11","5000","560","522","874","10382"
"442","stop sign","15","12","11","5000","588","505","977","10301"
"441","stop sign","15","12","11","5000","583","541","918","19844"
"423","stop sign","15","12","10","5000","553","466","845","6816"
"419","stop sign","15","11","20","5000","495","769","770","40200"
"443","stop sign","15","12","11","5000","564","480","767","9417"
"445","stop sign","15","12","11","5000","552","526","893","10387"
"427","stop sign","15","12","10","5000","569","455","861","7898"
"447","stop sign","15","12","11","5000","576","478","805","7458"
"431","stop sign","15","12","10.5","5000","585","522","1044","11503"
"448","stop sign","15","12","11","5000","572","514","1024","13234"
"449","stop sign","15","12","11","5000","585","517","988","14046"
"450","stop sign","15","12","11","5000","537","541","956","10666"
"452","stop sign","15","12","11.5","5000","589","566","914","18760"
"451","stop sign","15","12","11.5","5000","577","531","983","15501"
"454","stop sign","15","12","11.5","5000","593","540","972","15230"
"456","stop sign","15","12","11.5","5000","573","543","974","14795"
"455","stop sign","15","12","11.5","5000","614","520","1013","17246"
"460","stop sign","15","12","11.5","5000","565","534","869","15529"
"459","stop sign","15","12","11.5","5000","621","516","956","21882"
"462","stop sign","15","12","12","5000","583","543","1004","17151"
"467","stop sign","15","12","12","5000","589","552","878","17799"
"465","stop sign","15","12","12","5000","604","575","1002","22769"
"464","stop sign","15","12","12","5000","579","551","794","16838"
"468","stop sign","15","12","12","5000","549","532","812","11172"
"466","stop sign","15","12","12","5000","560","587","877","12131"
"469","stop sign","15","12","12","5000","590","583","899","20040"
"470","stop sign","15","12","12","5000","560","574","802","18118"
"472","stop sign","15","12","12.5","5000","580","587","877","18224"
"471","stop sign","15","12","12.5","5000","565","582","877","22097"
"473","stop sign","15","12","12.5","5000","590","569","895","25015"
"474","stop sign","15","12","12.5","5000","568","576","869","23883"
"458","stop sign","15","12","11.5","5000","566","499","749","10927"
"457","stop sign","15","12","11.5","5000","578","540","869","13733"
"453","stop sign","15","12","11.5","5000","564","520","798","8274"
"475","stop sign","15","12","12.5","5000","599","589","1037","24535"
"476","stop sign","15","12","12.5","5000","535","578","872","11467"
"477","stop sign","15","12","12.5","5000","556","564","804","15878"
"480","stop sign","15","12","12.5","5000","552","615","933","17388"
"478","stop sign","15","12","12.5","5000","579","607","1003","22303"
"479","stop sign","15","12","12.5","5000","578","581","846","25776"
"461","stop sign","15","12","12","5000","608","535","942","12162"
"463","stop sign","15","12","12","5000","556","582","806","14905"
"481","stop sign","15","12","13","5000","567","597","794","24222"
"482","stop sign","15","12","13","5000","620","569","1096","17994"
"485","stop sign","15","12","13","5000","555","601","846","18851"
"484","stop sign","15","12","13","5000","585","574","804","21867"
"489","stop sign","15","12","13","5000","605","572","977","18888"
"483","stop sign","15","12","13","5000","570","583","883","18996"
"490","stop sign","15","12","13","5000","601","616","947","27693"
"492","stop sign","15","12","13.5","5000","585","586","923","25039"
"493","stop sign","15","12","13.5","5000","558","591","825","19744"
"491","stop sign","15","12","13.5","5000","565","614","932","18255"
"494","stop sign","15","12","13.5","5000","560","633","794","20755"
"499","stop sign","15","12","13.5","5000","562","579","840","21553"
"497","stop sign","15","12","13.5","5000","584","618","917","21070"
